iter	Passed	Remaining
250	496	1480
251	498	1478
252	499	1475
253	501	1472
254	503	1470
255	504	1467
256	506	1464
257	508	1461
258	509	1458
259	511	1455
260	513	1452
261	515	1450
262	517	1448
263	518	1446
264	520	1443
265	521	1439
266	523	1436
267	524	1433
268	526	1431
269	528	1428
270	530	1426
271	531	1423
272	533	1421
273	535	1418
274	536	1415
275	538	1413
276	540	1410
277	541	1407
278	543	1404
279	545	1401
280	547	1400
281	549	1398
282	550	1395
283	552	1393
284	554	1390
285	555	1387
286	557	1384
287	559	1382
288	560	1379
289	562	1377
290	564	1376
291	566	1374
292	568	1371
293	570	1369
294	571	1366
295	573	1363
296	575	1361
297	577	1359
298	578	1356
299	580	1354
300	582	1352
301	584	1349
302	585	1347
303	587	1345
304	589	1342
305	591	1340
306	593	1338
307	594	1336
308	596	1333
309	598	1331
310	599	1328
311	601	1326
312	603	1323
313	604	1321
314	606	1318
315	608	1316
316	610	1314
317	611	1312
318	613	1309
319	615	1307
320	616	1304
321	618	1302
322	620	1299
323	621	1297
324	623	1295
325	625	1292
326	627	1290
327	628	1288
328	630	1285
329	631	1282
330	633	1280
331	634	1277
332	636	1275
333	638	1273
334	640	1271
335	642	1269
336	643	1266
337	645	1264
338	647	1261
339	648	1259
340	650	1256
341	651	1254
342	653	1252
343	655	1249
344	657	1247
345	658	1245
346	660	1242
347	662	1240
348	663	1238
349	665	1236
350	667	1234
351	669	1232
352	671	1230
353	673	1228
354	674	1226
355	676	1223
356	678	1221
357	679	1218
358	681	1216
359	682	1213
360	684	1211
361	686	1209
362	688	1207
363	689	1205
364	691	1202
365	692	1199
366	694	1197
367	695	1195
368	697	1192
369	699	1190
370	700	1188
371	702	1186
372	704	1184
373	706	1181
374	707	1179
375	709	1177
376	711	1175
377	712	1173
378	714	1170
379	716	1169
380	718	1167
381	720	1165
382	721	1163
383	723	1160
384	725	1158
385	726	1155
386	728	1153
387	729	1151
388	731	1149
389	733	1147
390	735	1145
391	737	1143
392	738	1141
393	740	1138
394	741	1136
395	743	1134
396	745	1131
397	746	1129
398	748	1127
399	750	1125
400	752	1124
401	754	1122
402	756	1120
403	758	1118
404	759	1116
405	761	1114
406	763	1112
407	765	1110
408	766	1108
409	768	1105
410	770	1103
411	772	1101
412	773	1099
413	775	1097
414	776	1095
415	778	1093
416	780	1091
417	782	1088
418	783	1086
419	785	1084
420	787	1082
421	788	1080
422	790	1078
423	792	1076
424	794	1074
425	795	1072
426	797	1070
427	799	1068
428	800	1065
429	802	1063
430	804	1061
431	805	1059
432	807	1057
433	809	1055
434	810	1053
435	812	1051
436	814	1049
437	815	1046
438	817	1044
439	819	1042
440	820	1040
441	822	1038
442	823	1036
443	825	1034
444	827	1032
445	829	1030
446	830	1027
447	832	1025
448	833	1023
449	835	1021
450	837	1018
451	838	1016
452	840	1014
453	842	1013
454	844	1011
455	845	1009
456	847	1006
457	849	1004
458	850	1002
459	852	1000
460	853	998
461	855	996
462	857	994
463	859	992
464	861	990
465	862	988
466	864	986
467	865	984
468	867	982
469	869	980
470	871	978
471	873	976
472	875	974
473	876	972
474	878	970
475	880	968
476	881	966
477	883	964
478	884	962
479	886	960
480	888	958
481	890	956
482	892	954
483	893	952
484	895	950
485	896	948
486	898	946
487	900	944
488	901	942
489	904	940
490	906	939
491	907	937
492	909	935
493	911	933
494	913	931
495	914	929
496	916	927
497	919	926
498	920	924
499	922	922
500	924	920
501	926	918
502	928	917
503	929	915
504	931	913
505	933	911
506	935	909
507	937	907
508	938	905
509	940	903
510	942	902
511	944	900
512	946	898
513	948	896
514	950	894
515	952	892
516	953	890
517	955	888
518	957	886
519	958	884
520	960	882
521	961	880
522	963	878
523	965	876
524	967	874
525	968	872
526	970	870
527	971	868
528	973	866
529	975	864
530	976	862
531	978	860
532	980	859
533	982	857
534	984	855
535	985	853
536	987	851
537	988	848
538	990	846
539	991	844
540	993	842
541	995	841
542	997	839
543	999	837
544	1000	835
545	1002	833
546	1003	831
547	1005	829
548	1007	827
549	1008	825
550	1010	823
551	1012	821
552	1014	819
553	1015	817
554	1017	815
555	1019	813
556	1020	811
557	1022	809
558	1023	807
559	1025	805
560	1027	803
561	1029	802
562	1030	800
563	1032	798
564	1034	796
565	1035	794
566	1037	792
567	1038	790
568	1040	788
569	1042	786
570	1044	784
571	1045	782
572	1047	780
573	1049	778
574	1050	776
575	1052	774
576	1053	772
577	1055	770
578	1057	768
579	1059	766
580	1061	765
581	1062	763
582	1064	761
583	1066	759
584	1067	757
585	1069	755
586	1071	753
587	1072	751
588	1074	749
589	1076	748
590	1078	746
591	1079	744
592	1081	742
593	1083	740
594	1084	738
595	1086	736
596	1088	734
597	1089	732
598	1091	731
599	1093	729
600	1095	727
601	1097	725
602	1099	723
603	1100	721
604	1102	720
605	1105	718
606	1107	717
607	1109	715
608	1111	713
609	1114	712
610	1115	710
611	1117	708
612	1119	706
613	1121	704
614	1122	702
615	1124	700
616	1126	699
617	1127	697
618	1129	695
619	1131	693
620	1134	692
621	1135	690
622	1137	688
623	1139	686
624	1141	684
625	1143	682
626	1144	681
627	1146	679
628	1148	677
629	1150	675
630	1152	673
631	1153	671
632	1155	669
633	1157	667
634	1158	665
635	1160	664
636	1161	662
637	1163	660
638	1165	658
639	1167	656
640	1168	654
641	1170	652
642	1172	650
643	1173	648
644	1175	646
645	1177	645
646	1178	643
647	1180	641
648	1182	639
649	1183	637
650	1185	635
651	1187	633
652	1188	631
653	1190	629
654	1192	627
655	1193	625
656	1195	624
657	1197	622
658	1198	620
659	1200	618
660	1202	616
661	1203	614
662	1205	612
663	1206	610
664	1208	608
665	1210	606
666	1211	605
667	1213	603
668	1215	601
669	1217	599
670	1218	597
671	1220	595
672	1221	593
673	1223	591
674	1225	589
675	1226	587
676	1228	586
677	1230	584
678	1231	582
679	1233	580
680	1235	578
681	1237	576
682	1238	574
683	1240	572
684	1241	571
685	1243	569
686	1245	567
687	1247	565
688	1248	563
689	1250	561
690	1252	559
691	1253	558
692	1255	556
693	1257	554
694	1259	552
695	1260	550
696	1262	548
697	1264	547
698	1266	545
699	1267	543
700	1269	541
701	1271	539
702	1272	537
703	1274	535
704	1276	534
705	1278	532
706	1279	530
707	1281	528
708	1283	526
709	1284	524
710	1286	523
711	1288	521
712	1290	519
713	1292	517
714	1293	515
715	1295	513
716	1297	512
717	1298	510
718	1300	508
719	1302	506
720	1303	504
721	1305	502
722	1307	500
723	1309	499
724	1310	497
725	1312	495
726	1314	493
727	1315	491
728	1317	489
729	1319	488
730	1322	486
731	1323	484
732	1325	482
733	1327	481
734	1329	479
735	1330	477
736	1332	475
737	1334	473
738	1335	471
739	1337	470
740	1339	468
741	1341	466
742	1342	464
743	1344	462
744	1346	460
745	1347	458
746	1349	457
747	1351	455
748	1352	453
749	1354	451
750	1356	449
751	1357	447
752	1359	445
753	1361	444
754	1362	442
755	1364	440
756	1366	438
757	1367	436
758	1369	434
759	1371	433
760	1373	431
761	1374	429
762	1376	427
763	1377	425
764	1379	423
765	1380	421
766	1382	419
767	1384	418
768	1386	416
769	1387	414
770	1389	412
771	1390	410
772	1392	408
773	1394	407
774	1395	405
775	1397	403
776	1399	401
777	1401	399
778	1402	397
779	1404	396
780	1405	394
781	1407	392
782	1409	390
783	1410	388
784	1412	386
785	1414	385
786	1416	383
787	1417	381
788	1419	379
789	1421	377
790	1423	376
791	1424	374
792	1426	372
793	1427	370
794	1429	368
795	1431	366
796	1433	365
797	1434	363
798	1436	361
799	1437	359
800	1439	357
801	1441	355
802	1442	353
803	1444	352
804	1446	350
805	1448	348
806	1449	346
807	1451	344
808	1452	343
809	1454	341
810	1456	339
811	1457	337
812	1459	335
813	1461	333
814	1463	332
815	1464	330
816	1466	328
817	1468	326
818	1469	324
819	1471	323
820	1472	321
821	1474	319
822	1476	317
823	1478	315
824	1480	313
825	1481	312
826	1483	310
827	1485	308
828	1486	306
829	1488	304
830	1489	302
831	1491	301
832	1493	299
833	1495	297
834	1496	295
835	1498	294
836	1500	292
837	1501	290
838	1503	288
839	1505	286
840	1508	285
841	1510	283
842	1511	281
843	1513	279
844	1514	277
845	1516	276
846	1518	274
847	1519	272
848	1521	270
849	1523	268
850	1525	267
851	1526	265
852	1528	263
853	1530	261
854	1532	259
855	1533	258
856	1535	256
857	1537	254
858	1539	252
859	1541	250
860	1542	249
861	1544	247
862	1545	245
863	1547	243
864	1549	241
865	1550	239
866	1552	238
867	1554	236
868	1556	234
869	1557	232
870	1559	230
871	1560	229
872	1562	227
873	1564	225
874	1565	223
875	1567	221
876	1569	220
877	1571	218
878	1572	216
879	1574	214
880	1576	212
881	1577	211
882	1579	209
883	1580	207
884	1582	205
885	1584	203
886	1586	202
887	1588	200
888	1589	198
889	1591	196
890	1592	194
891	1594	193
892	1596	191
893	1597	189
894	1599	187
895	1601	185
896	1603	184
897	1604	182
898	1606	180
899	1608	178
900	1609	176
901	1611	175
902	1612	173
903	1614	171
904	1616	169
905	1618	167
906	1620	166
907	1621	164
908	1623	162
909	1624	160
910	1626	158
911	1628	157
912	1629	155
913	1631	153
914	1633	151
915	1635	149
916	1637	148
917	1638	146
918	1640	144
919	1642	142
920	1643	140
921	1645	139
922	1647	137
923	1649	135
924	1650	133
925	1652	132
926	1653	130
927	1655	128
928	1657	126
929	1658	124
930	1660	123
931	1662	121
932	1664	119
933	1665	117
934	1667	115
935	1669	114
936	1670	112
937	1672	110
938	1673	108
939	1675	106
940	1677	105
941	1679	103
942	1681	101
943	1682	99
944	1684	98
945	1685	96
946	1687	94
947	1688	92
948	1690	90
949	1692	89
950	1694	87
951	1697	85
952	1698	83
953	1700	81
954	1701	80
955	1703	78
956	1705	76
957	1706	74
958	1708	73
959	1711	71
960	1713	69
961	1715	67
962	1717	65
963	1719	64
964	1720	62
965	1722	60
966	1724	58
967	1725	57
968	1727	55
969	1729	53
970	1730	51
971	1732	49
972	1734	48
973	1735	46
974	1737	44
975	1739	42
976	1740	40
977	1742	39
978	1743	37
979	1745	35
980	1747	33
981	1748	32
982	1750	30
983	1751	28
984	1753	26
985	1755	24
986	1756	23
987	1758	21
988	1759	19
989	1761	17
990	1763	16
991	1764	14
992	1766	12
993	1768	10
994	1769	8
995	1771	7
996	1772	5
997	1774	3
998	1776	1
999	1777	0
